pathogenid,direct,direct_sexual,direct_vertical,indirect,fecal_oral,ingestion,inhalation,environment,vector,name
27541021,1,0,1,1,0,0,0,0,0,myotis emarginatus betaherpesvirus 1
27385156,1,0,1,1,0,0,0,0,0,myotis myotis betaherpesvirus 1
27271402,1,0,1,1,0,0,0,0,0,myotis mystacinus betaherpesvirus 1
27271404,1,0,1,1,0,0,0,0,0,nyctalus lasiopterus betaherpesvirus 1
27271406,1,0,1,1,0,0,0,0,0,nyctalus leisleri betaherpesvirus 1
27764685,1,0,1,1,0,0,0,0,0,nyctalus noctula betaherpesvirus 1
3750469,1,0,1,1,0,0,0,0,0,nycticebus coucang betaherpesvirus 1
27541023,1,0,1,1,0,0,0,0,0,pipistrellus kuhlii betaherpesvirus 1
27764707,1,0,1,1,0,0,0,0,0,pipistrellus pipistrellus betaherpesvirus 1
27541025,1,0,1,1,0,0,0,0,0,pipistrellus pipistrellus betaherpesvirus 2
27741053,1,0,1,1,0,0,0,0,0,pipistrellus pygmaeus betaherpesvirus 1
27271408,1,0,1,1,0,0,0,0,0,plecotus austriacus betaherpesvirus 1
27741055,1,0,1,1,0,0,0,0,0,plecotus austriacus betaherpesvirus 2
27271410,1,0,1,1,0,0,0,0,0,rhinolophus ferrumequinum betaherpesvirus 2
27741057,1,0,1,1,0,0,0,0,0,rhinolophus hipposideros betaherpesvirus 1
27764711,1,0,1,1,0,0,0,0,0,rousettus aegyptiacus betaherpesvirus 1
27764713,1,0,1,1,0,0,0,0,0,rousettus aegyptiacus betaherpesvirus 2
4250817,1,0,1,1,0,0,0,0,0,sorex araneus betaherpesvirus 1
4250818,1,0,1,1,0,0,0,0,0,sorex araneus betaherpesvirus 2
4250819,1,0,1,1,0,0,0,0,0,sorex araneus betaherpesvirus 3
4250820,1,0,1,1,0,0,0,0,0,sorex araneus betaherpesvirus 4
4250821,1,0,1,1,0,0,0,0,0,sorex araneus betaherpesvirus 5
4250822,1,0,1,1,0,0,0,0,0,sorex minutus betaherpesvirus 1
4250823,1,0,1,1,0,0,0,0,0,sorex minutus betaherpesvirus 2
27541027,1,0,1,1,0,0,0,0,0,tadarida teniotis betaherpesvirus 1
27541029,1,0,1,1,0,0,0,0,0,tadarida teniotis betaherpesvirus 2
3477913,1,0,1,1,0,0,0,0,0,aotine betaherpesvirus 1
3877219,1,0,1,1,0,0,0,0,0,apodemus flavicollis cytomegalovirus 1
3877220,1,0,1,1,0,0,0,0,0,apodemus flavicollis cytomegalovirus 2
3899503,1,0,1,1,0,0,0,0,0,apodemus flavicollis cytomegalovirus 3
3877221,1,0,1,1,0,0,0,0,0,apodemus sylvaticus cytomegalovirus 1
3877222,1,0,1,1,0,0,0,0,0,arvicola terrestris cytomegalovirus 1
3597999,1,1,1,1,0,0,0,0,0,baboon cytomegalovirus
3877223,1,0,1,1,0,0,0,0,0,bandicota indica cytomegalovirus 1
3877224,1,0,1,1,0,0,0,0,0,bandicota indica cytomegalovirus 2
3877225,1,0,1,1,0,0,0,0,0,bandicota indica cytomegalovirus 3
3877226,1,0,1,1,0,0,0,0,0,bandicota indica cytomegalovirus 4
3750460,1,0,1,1,0,0,0,0,0,cercocebus agilis cytomegalovirus 1
3477917,1,0,1,1,0,0,0,0,0,cercopithecine betaherpesvirus 5
3765565,1,0,1,1,0,0,0,0,0,cercopithecus cephus cytomegalovirus 1
27495294,1,0,1,1,0,0,0,0,0,cercopithecus kandti cytomegalovirus
3673428,1,0,1,1,0,0,0,0,0,colobus badius cytomegalovirus 1
3673430,1,0,1,1,0,0,0,0,0,colobus guereza cytomegalovirus 1
3765566,1,0,1,1,0,0,0,0,0,crocidura russula cytomegalovirus 1
26205614,1,0,1,1,0,0,0,0,0,gorilla beringei beringei cytomegalovirus
3434804,1,1,1,1,0,0,0,0,0,human betaherpesvirus 5
3765562,1,0,1,1,0,0,0,0,0,macaca fascicularis cytomegalovirus 1
3434829,1,0,1,1,0,0,0,0,0,macaca mulatta cytomegalovirus
3473948,1,0,1,1,0,0,0,0,0,macacine betaherpesvirus 3
3619538,1,0,1,1,0,0,0,0,0,mandrillus cytomegalovirus
3877227,1,0,1,1,0,0,0,0,0,microtus agrestis cytomegalovirus 1
3877228,1,0,1,1,0,0,0,0,0,microtus arvalis cytomegalovirus 1
3899163,1,0,1,1,0,0,0,0,0,mus cervicolor cytomegalovirus 1
4104791,1,0,1,1,0,0,0,0,0,mus musculus cytomegalovirus 2
3899501,1,0,1,1,0,0,0,0,0,myodes glareolus cytomegalovirus 1
3877229,1,0,1,1,0,0,0,0,0,ondatra zibethicus cytomegalovirus 1
3660176,1,0,1,1,0,0,0,0,0,panine betaherpesvirus 2
3698419,1,0,1,1,0,0,0,0,0,phacochoerus africanus cytomegalovirus 1
3673429,1,0,1,1,0,0,0,0,0,pongo pygmaeus cytomegalovirus 1
3877230,1,0,1,1,0,0,0,0,0,rattus exulans cytomegalovirus 1
3877231,1,0,1,1,0,0,0,0,0,rattus rattus cytomegalovirus 1
3877232,1,0,1,1,0,0,0,0,0,rattus tiomanicus cytomegalovirus 1
3610481,1,0,1,1,0,0,0,0,0,saimiriine herpesvirus 3
3434812,1,0,1,1,0,0,0,0,0,simian cytomegalovirus
4030896,1,0,1,1,0,0,0,0,0,squirrel monkey cytomegalovirus 1
3648128,1,0,0,0,0,0,0,0,0,american bison gammaherpesvirus
3682072,1,1,0,0,0,0,0,0,0,asinine herpesvirus 4
3682077,1,0,0,0,0,0,0,0,0,asinine herpesvirus 5
3682078,1,0,0,0,0,0,0,0,0,asinine herpesvirus 6
27688969,1,0,0,0,0,0,0,0,0,balaenoptera acutorostrata gammaherpesvirus 1
27688971,1,0,0,0,0,0,0,0,0,balaenoptera acutorostrata gammaherpesvirus 2
26205184,1,1,0,0,0,0,0,0,0,bat gammaherpesvirus 8
27708917,1,0,0,0,0,0,0,0,0,bighorn sheep gammaherpesvirus
3511464,1,0,0,0,0,0,0,0,0,bovine lymphotropic herpesvirus
26747639,1,0,0,0,0,0,0,0,0,canid herpesvirus 2
3979193,1,0,0,0,0,0,0,0,0,cynomys herpesvirus
3572075,1,0,0,0,0,0,0,0,0,deer malignant catarrhal fever virus
27541063,1,0,0,0,0,0,0,0,0,elephant gammaherpesvirus 1b
4117051,1,0,0,0,0,0,0,0,0,elephant gammaherpesvirus 2
27467794,1,1,0,0,0,0,0,0,0,elephant gammaherpesvirus 4
4117054,1,0,0,0,0,0,0,0,0,elephant gammaherpesvirus 5
3806500,1,0,0,0,0,0,0,0,0,elephantid herpesvirus 3
3806501,1,1,0,0,0,0,0,0,0,elephantid herpesvirus 4
3884241,1,0,0,0,0,0,0,0,0,elephantid herpesvirus 6
27708919,1,0,0,0,0,0,0,0,0,elk gammaherpesvirus 1
27708921,1,0,0,0,0,0,0,0,0,elk gammaherpesvirus 2
27483737,1,0,0,0,0,0,0,0,0,elk gammaherpesvirus 3
3750257,1,0,0,0,0,0,0,0,0,equid gammaherpesvirus 7
24616158,1,0,0,0,0,0,0,0,0,fisher herpesvirus
27445749,1,0,0,0,0,0,0,0,0,grampus griseus gammaherpesvirus
27285944,1,0,0,0,0,0,0,0,0,harp seal herpesvirus
3788606,1,0,0,0,0,0,0,0,0,hawaiian monk seal herpesvirus
27553411,1,0,0,0,0,0,0,0,0,hooded seal herpesvirus
3757163,1,0,0,0,0,0,0,0,0,impala herpesvirus 1
27406664,1,0,0,0,0,0,0,0,0,leopardus pardalis gammaherpesvirus 1
27772743,1,0,0,0,0,0,0,0,0,lynx rufus gammaherpesvirus 1
27406666,1,0,0,0,0,0,0,0,0,lynx rufus gammaherpesvirus 2
3879345,1,0,0,0,0,0,0,0,0,macropodid herpesvirus 3
27471584,1,0,0,0,0,0,0,0,0,macropodid herpesvirus 6
27483741,1,0,0,0,0,0,0,0,0,marten gammaherpesvirus 1
27483743,1,0,0,0,0,0,0,0,0,marten gammaherpesvirus 2
27404176,1,0,0,0,0,0,0,0,0,myotis ricketti herpesvirus 1
27404180,1,0,0,0,0,0,0,0,0,myotis ricketti herpesvirus 2
3799300,1,0,0,0,0,0,0,0,0,northern elephant seal herpesvirus
4054283,1,0,0,0,0,0,0,0,0,otariid herpesvirus 2
27236560,1,0,0,0,0,0,0,0,0,otariid herpesvirus 3
27259436,1,0,0,0,0,0,0,0,0,phascolarctid herpesvirus 1
27459000,1,0,0,0,0,0,0,0,0,phascolarctid herpesvirus 2
3473022,1,0,0,0,0,0,0,0,0,phocid gammaherpesvirus 2
4054287,1,0,0,0,0,0,0,0,0,phocid herpesvirus 5
26745973,1,0,0,0,0,0,0,0,0,phocid herpesvirus 7
27411528,1,0,0,0,0,0,0,0,0,phocoenid herpesvirus 1
27708923,1,0,0,0,0,0,0,0,0,porcupine caribou gammaherpesvirus 1
27708925,1,0,0,0,0,0,0,0,0,porcupine caribou gammaherpesvirus 2
27540817,1,0,0,0,0,0,0,0,0,pteropine herpesvirus 2
26747805,1,0,0,0,0,0,0,0,0,puma concolor gammaherpesvirus 1
26745639,1,0,0,0,0,0,0,0,0,reindeer gammaherpesvirus
27553413,1,0,0,0,0,0,0,0,0,ringed seal herpesvirus
27376841,1,0,0,0,0,0,0,0,0,rupicapra pyrenaica gammaherpesvirus 1
