"species","fam_links","VirusFamily","association","status","new_links","gen","fam","clade","MSW3_sciName_matched","tip"
"Lasiurus cinereus","Lasiurus cinereus-arenaviridae","arenaviridae",NA,0,"Lasiurus cinereus-arenaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-artoviridae","artoviridae",NA,0,"Lasiurus cinereus-artoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-astroviridae","astroviridae",NA,0,"Lasiurus cinereus-astroviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-birnaviridae","birnaviridae",NA,0,"Lasiurus cinereus-birnaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-bornaviridae","bornaviridae",NA,0,"Lasiurus cinereus-bornaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-botourmiaviridae","botourmiaviridae",NA,0,"Lasiurus cinereus-botourmiaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-caliciviridae","caliciviridae",NA,0,"Lasiurus cinereus-caliciviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-chuviridae","chuviridae",NA,0,"Lasiurus cinereus-chuviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-circoviridae","circoviridae",NA,0,"Lasiurus cinereus-circoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-coronaviridae","coronaviridae",NA,0,"Lasiurus cinereus-coronaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-filoviridae","filoviridae",NA,0,"Lasiurus cinereus-filoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-flaviviridae","flaviviridae",NA,0,"Lasiurus cinereus-flaviviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-geminiviridae","geminiviridae",NA,0,"Lasiurus cinereus-geminiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-genomoviridae","genomoviridae",NA,0,"Lasiurus cinereus-genomoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-hantaviridae","hantaviridae",NA,0,"Lasiurus cinereus-hantaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-hepadnaviridae","hepadnaviridae",NA,0,"Lasiurus cinereus-hepadnaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-hepeviridae","hepeviridae",NA,0,"Lasiurus cinereus-hepeviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-kolmioviridae","kolmioviridae",NA,0,"Lasiurus cinereus-kolmioviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-mahapunaviridae","mahapunaviridae",NA,0,"Lasiurus cinereus-mahapunaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-matonaviridae","matonaviridae",NA,0,"Lasiurus cinereus-matonaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-nairoviridae","nairoviridae",NA,0,"Lasiurus cinereus-nairoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-nodaviridae","nodaviridae",NA,0,"Lasiurus cinereus-nodaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-nyamiviridae","nyamiviridae",NA,0,"Lasiurus cinereus-nyamiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-orthoherpesviridae","orthoherpesviridae",NA,0,"Lasiurus cinereus-orthoherpesviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-orthomyxoviridae","orthomyxoviridae",NA,0,"Lasiurus cinereus-orthomyxoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-papillomaviridae","papillomaviridae",NA,0,"Lasiurus cinereus-papillomaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-paramyxoviridae","paramyxoviridae",NA,0,"Lasiurus cinereus-paramyxoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-partitiviridae","partitiviridae",NA,0,"Lasiurus cinereus-partitiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-parvoviridae","parvoviridae",NA,0,"Lasiurus cinereus-parvoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-peribunyaviridae","peribunyaviridae",NA,0,"Lasiurus cinereus-peribunyaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-phenuiviridae","phenuiviridae",NA,0,"Lasiurus cinereus-phenuiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-picobirnaviridae","picobirnaviridae",NA,0,"Lasiurus cinereus-picobirnaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-picornaviridae","picornaviridae",NA,0,"Lasiurus cinereus-picornaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-polyomaviridae","polyomaviridae",NA,0,"Lasiurus cinereus-polyomaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-poxviridae","poxviridae",NA,0,"Lasiurus cinereus-poxviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-qinviridae","qinviridae",NA,0,"Lasiurus cinereus-qinviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-retroviridae","retroviridae",NA,0,"Lasiurus cinereus-retroviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-rhabdoviridae","rhabdoviridae",1,1,"Lasiurus cinereus-rhabdoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-sedoreoviridae","sedoreoviridae",NA,0,"Lasiurus cinereus-sedoreoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-smacoviridae","smacoviridae",NA,0,"Lasiurus cinereus-smacoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-spinareoviridae","spinareoviridae",NA,0,"Lasiurus cinereus-spinareoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-togaviridae","togaviridae",1,1,"Lasiurus cinereus-togaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-totiviridae","totiviridae",NA,0,"Lasiurus cinereus-totiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus cinereus","Lasiurus cinereus-tymoviridae","tymoviridae",NA,0,"Lasiurus cinereus-tymoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_cinereus","Lasiurus_cinereus"
"Lasiurus ega","Lasiurus ega-adamaviridae","adamaviridae",NA,0,"Lasiurus ega-adamaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-adenoviridae","adenoviridae",NA,0,"Lasiurus ega-adenoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-adintoviridae","adintoviridae",NA,0,"Lasiurus ega-adintoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-anelloviridae","anelloviridae",NA,0,"Lasiurus ega-anelloviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-arenaviridae","arenaviridae",NA,0,"Lasiurus ega-arenaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-artoviridae","artoviridae",NA,0,"Lasiurus ega-artoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-astroviridae","astroviridae",NA,0,"Lasiurus ega-astroviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-birnaviridae","birnaviridae",NA,0,"Lasiurus ega-birnaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-bornaviridae","bornaviridae",NA,0,"Lasiurus ega-bornaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-botourmiaviridae","botourmiaviridae",NA,0,"Lasiurus ega-botourmiaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-caliciviridae","caliciviridae",NA,0,"Lasiurus ega-caliciviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-chuviridae","chuviridae",NA,0,"Lasiurus ega-chuviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-circoviridae","circoviridae",NA,0,"Lasiurus ega-circoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-coronaviridae","coronaviridae",NA,0,"Lasiurus ega-coronaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-filoviridae","filoviridae",NA,0,"Lasiurus ega-filoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-flaviviridae","flaviviridae",NA,0,"Lasiurus ega-flaviviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-geminiviridae","geminiviridae",NA,0,"Lasiurus ega-geminiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-genomoviridae","genomoviridae",NA,0,"Lasiurus ega-genomoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-hantaviridae","hantaviridae",NA,0,"Lasiurus ega-hantaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-hepadnaviridae","hepadnaviridae",NA,0,"Lasiurus ega-hepadnaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-hepeviridae","hepeviridae",NA,0,"Lasiurus ega-hepeviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-kolmioviridae","kolmioviridae",NA,0,"Lasiurus ega-kolmioviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-mahapunaviridae","mahapunaviridae",NA,0,"Lasiurus ega-mahapunaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-matonaviridae","matonaviridae",NA,0,"Lasiurus ega-matonaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-nairoviridae","nairoviridae",NA,0,"Lasiurus ega-nairoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-nodaviridae","nodaviridae",NA,0,"Lasiurus ega-nodaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-nyamiviridae","nyamiviridae",NA,0,"Lasiurus ega-nyamiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-orthoherpesviridae","orthoherpesviridae",NA,0,"Lasiurus ega-orthoherpesviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-orthomyxoviridae","orthomyxoviridae",NA,0,"Lasiurus ega-orthomyxoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-papillomaviridae","papillomaviridae",NA,0,"Lasiurus ega-papillomaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-paramyxoviridae","paramyxoviridae",NA,0,"Lasiurus ega-paramyxoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-partitiviridae","partitiviridae",NA,0,"Lasiurus ega-partitiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-parvoviridae","parvoviridae",NA,0,"Lasiurus ega-parvoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-peribunyaviridae","peribunyaviridae",NA,0,"Lasiurus ega-peribunyaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-phenuiviridae","phenuiviridae",NA,0,"Lasiurus ega-phenuiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-picobirnaviridae","picobirnaviridae",NA,0,"Lasiurus ega-picobirnaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-picornaviridae","picornaviridae",NA,0,"Lasiurus ega-picornaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-polyomaviridae","polyomaviridae",NA,0,"Lasiurus ega-polyomaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-poxviridae","poxviridae",NA,0,"Lasiurus ega-poxviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-qinviridae","qinviridae",NA,0,"Lasiurus ega-qinviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-retroviridae","retroviridae",NA,0,"Lasiurus ega-retroviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-rhabdoviridae","rhabdoviridae",1,1,"Lasiurus ega-rhabdoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-sedoreoviridae","sedoreoviridae",NA,0,"Lasiurus ega-sedoreoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-smacoviridae","smacoviridae",NA,0,"Lasiurus ega-smacoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-spinareoviridae","spinareoviridae",NA,0,"Lasiurus ega-spinareoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-togaviridae","togaviridae",NA,0,"Lasiurus ega-togaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-totiviridae","totiviridae",NA,0,"Lasiurus ega-totiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus ega","Lasiurus ega-tymoviridae","tymoviridae",NA,0,"Lasiurus ega-tymoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_ega","Lasiurus_ega"
"Lasiurus intermedius","Lasiurus intermedius-adamaviridae","adamaviridae",NA,0,"Lasiurus intermedius-adamaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-adenoviridae","adenoviridae",NA,0,"Lasiurus intermedius-adenoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-adintoviridae","adintoviridae",NA,0,"Lasiurus intermedius-adintoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-anelloviridae","anelloviridae",NA,0,"Lasiurus intermedius-anelloviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-arenaviridae","arenaviridae",NA,0,"Lasiurus intermedius-arenaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-artoviridae","artoviridae",NA,0,"Lasiurus intermedius-artoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-astroviridae","astroviridae",NA,0,"Lasiurus intermedius-astroviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-birnaviridae","birnaviridae",NA,0,"Lasiurus intermedius-birnaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-bornaviridae","bornaviridae",NA,0,"Lasiurus intermedius-bornaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-botourmiaviridae","botourmiaviridae",NA,0,"Lasiurus intermedius-botourmiaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-caliciviridae","caliciviridae",NA,0,"Lasiurus intermedius-caliciviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-chuviridae","chuviridae",NA,0,"Lasiurus intermedius-chuviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-circoviridae","circoviridae",NA,0,"Lasiurus intermedius-circoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-coronaviridae","coronaviridae",NA,0,"Lasiurus intermedius-coronaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-filoviridae","filoviridae",NA,0,"Lasiurus intermedius-filoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-flaviviridae","flaviviridae",NA,0,"Lasiurus intermedius-flaviviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-geminiviridae","geminiviridae",NA,0,"Lasiurus intermedius-geminiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-genomoviridae","genomoviridae",NA,0,"Lasiurus intermedius-genomoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-hantaviridae","hantaviridae",NA,0,"Lasiurus intermedius-hantaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-hepadnaviridae","hepadnaviridae",NA,0,"Lasiurus intermedius-hepadnaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-hepeviridae","hepeviridae",NA,0,"Lasiurus intermedius-hepeviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-kolmioviridae","kolmioviridae",NA,0,"Lasiurus intermedius-kolmioviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-mahapunaviridae","mahapunaviridae",NA,0,"Lasiurus intermedius-mahapunaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-matonaviridae","matonaviridae",NA,0,"Lasiurus intermedius-matonaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-nairoviridae","nairoviridae",NA,0,"Lasiurus intermedius-nairoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-nodaviridae","nodaviridae",NA,0,"Lasiurus intermedius-nodaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-nyamiviridae","nyamiviridae",NA,0,"Lasiurus intermedius-nyamiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-orthoherpesviridae","orthoherpesviridae",NA,0,"Lasiurus intermedius-orthoherpesviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-orthomyxoviridae","orthomyxoviridae",NA,0,"Lasiurus intermedius-orthomyxoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-papillomaviridae","papillomaviridae",NA,0,"Lasiurus intermedius-papillomaviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-paramyxoviridae","paramyxoviridae",NA,0,"Lasiurus intermedius-paramyxoviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
"Lasiurus intermedius","Lasiurus intermedius-partitiviridae","partitiviridae",NA,0,"Lasiurus intermedius-partitiviridae","Lasiurus","VESPERTILIONIDAE","Yangochiroptera","Lasiurus_intermedius","Lasiurus_intermedius"
