"species","fam_links","VirusFamily","association","status","new_links","gen","fam","clade","MSW3_sciName_matched","tip"
"Rhinolophus pusillus","Rhinolophus pusillus-astroviridae","astroviridae",1,1,"Rhinolophus pusillus-astroviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-birnaviridae","birnaviridae",NA,0,"Rhinolophus pusillus-birnaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-bornaviridae","bornaviridae",NA,0,"Rhinolophus pusillus-bornaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-botourmiaviridae","botourmiaviridae",NA,0,"Rhinolophus pusillus-botourmiaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-caliciviridae","caliciviridae",1,1,"Rhinolophus pusillus-caliciviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-chuviridae","chuviridae",NA,0,"Rhinolophus pusillus-chuviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-circoviridae","circoviridae",1,1,"Rhinolophus pusillus-circoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-coronaviridae","coronaviridae",1,1,"Rhinolophus pusillus-coronaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-filoviridae","filoviridae",NA,0,"Rhinolophus pusillus-filoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-flaviviridae","flaviviridae",1,1,"Rhinolophus pusillus-flaviviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-geminiviridae","geminiviridae",NA,0,"Rhinolophus pusillus-geminiviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-genomoviridae","genomoviridae",1,1,"Rhinolophus pusillus-genomoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-hantaviridae","hantaviridae",1,1,"Rhinolophus pusillus-hantaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-hepadnaviridae","hepadnaviridae",NA,0,"Rhinolophus pusillus-hepadnaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-hepeviridae","hepeviridae",NA,0,"Rhinolophus pusillus-hepeviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-kolmioviridae","kolmioviridae",NA,0,"Rhinolophus pusillus-kolmioviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-mahapunaviridae","mahapunaviridae",NA,0,"Rhinolophus pusillus-mahapunaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-matonaviridae","matonaviridae",NA,0,"Rhinolophus pusillus-matonaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-nairoviridae","nairoviridae",NA,0,"Rhinolophus pusillus-nairoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-nodaviridae","nodaviridae",NA,0,"Rhinolophus pusillus-nodaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-nyamiviridae","nyamiviridae",NA,0,"Rhinolophus pusillus-nyamiviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-orthoherpesviridae","orthoherpesviridae",1,1,"Rhinolophus pusillus-orthoherpesviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-orthomyxoviridae","orthomyxoviridae",NA,0,"Rhinolophus pusillus-orthomyxoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-papillomaviridae","papillomaviridae",1,1,"Rhinolophus pusillus-papillomaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-paramyxoviridae","paramyxoviridae",1,1,"Rhinolophus pusillus-paramyxoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-partitiviridae","partitiviridae",NA,0,"Rhinolophus pusillus-partitiviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-parvoviridae","parvoviridae",1,1,"Rhinolophus pusillus-parvoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-peribunyaviridae","peribunyaviridae",NA,0,"Rhinolophus pusillus-peribunyaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-phenuiviridae","phenuiviridae",1,1,"Rhinolophus pusillus-phenuiviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-picobirnaviridae","picobirnaviridae",NA,0,"Rhinolophus pusillus-picobirnaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-picornaviridae","picornaviridae",1,1,"Rhinolophus pusillus-picornaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-polyomaviridae","polyomaviridae",1,1,"Rhinolophus pusillus-polyomaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-poxviridae","poxviridae",NA,0,"Rhinolophus pusillus-poxviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-qinviridae","qinviridae",NA,0,"Rhinolophus pusillus-qinviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-retroviridae","retroviridae",1,1,"Rhinolophus pusillus-retroviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-rhabdoviridae","rhabdoviridae",1,1,"Rhinolophus pusillus-rhabdoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-sedoreoviridae","sedoreoviridae",NA,0,"Rhinolophus pusillus-sedoreoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-smacoviridae","smacoviridae",NA,0,"Rhinolophus pusillus-smacoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-spinareoviridae","spinareoviridae",1,1,"Rhinolophus pusillus-spinareoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-togaviridae","togaviridae",NA,0,"Rhinolophus pusillus-togaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-totiviridae","totiviridae",1,1,"Rhinolophus pusillus-totiviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus pusillus","Rhinolophus pusillus-tymoviridae","tymoviridae",NA,0,"Rhinolophus pusillus-tymoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_pusillus","Rhinolophus_pusillus"
"Rhinolophus rex","Rhinolophus rex-adamaviridae","adamaviridae",NA,0,"Rhinolophus rex-adamaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-adenoviridae","adenoviridae",NA,0,"Rhinolophus rex-adenoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-adintoviridae","adintoviridae",NA,0,"Rhinolophus rex-adintoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-anelloviridae","anelloviridae",NA,0,"Rhinolophus rex-anelloviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-arenaviridae","arenaviridae",NA,0,"Rhinolophus rex-arenaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-artoviridae","artoviridae",NA,0,"Rhinolophus rex-artoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-astroviridae","astroviridae",NA,0,"Rhinolophus rex-astroviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-birnaviridae","birnaviridae",NA,0,"Rhinolophus rex-birnaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-bornaviridae","bornaviridae",NA,0,"Rhinolophus rex-bornaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-botourmiaviridae","botourmiaviridae",NA,0,"Rhinolophus rex-botourmiaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-caliciviridae","caliciviridae",NA,0,"Rhinolophus rex-caliciviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-chuviridae","chuviridae",NA,0,"Rhinolophus rex-chuviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-circoviridae","circoviridae",NA,0,"Rhinolophus rex-circoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-coronaviridae","coronaviridae",1,1,"Rhinolophus rex-coronaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-filoviridae","filoviridae",NA,0,"Rhinolophus rex-filoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-flaviviridae","flaviviridae",NA,0,"Rhinolophus rex-flaviviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-geminiviridae","geminiviridae",NA,0,"Rhinolophus rex-geminiviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-genomoviridae","genomoviridae",NA,0,"Rhinolophus rex-genomoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-hantaviridae","hantaviridae",NA,0,"Rhinolophus rex-hantaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-hepadnaviridae","hepadnaviridae",NA,0,"Rhinolophus rex-hepadnaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-hepeviridae","hepeviridae",NA,0,"Rhinolophus rex-hepeviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-kolmioviridae","kolmioviridae",NA,0,"Rhinolophus rex-kolmioviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-mahapunaviridae","mahapunaviridae",NA,0,"Rhinolophus rex-mahapunaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-matonaviridae","matonaviridae",NA,0,"Rhinolophus rex-matonaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-nairoviridae","nairoviridae",NA,0,"Rhinolophus rex-nairoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-nodaviridae","nodaviridae",NA,0,"Rhinolophus rex-nodaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-nyamiviridae","nyamiviridae",NA,0,"Rhinolophus rex-nyamiviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-orthoherpesviridae","orthoherpesviridae",NA,0,"Rhinolophus rex-orthoherpesviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-orthomyxoviridae","orthomyxoviridae",NA,0,"Rhinolophus rex-orthomyxoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-papillomaviridae","papillomaviridae",NA,0,"Rhinolophus rex-papillomaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-paramyxoviridae","paramyxoviridae",NA,0,"Rhinolophus rex-paramyxoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-partitiviridae","partitiviridae",NA,0,"Rhinolophus rex-partitiviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-parvoviridae","parvoviridae",NA,0,"Rhinolophus rex-parvoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-peribunyaviridae","peribunyaviridae",NA,0,"Rhinolophus rex-peribunyaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-phenuiviridae","phenuiviridae",NA,0,"Rhinolophus rex-phenuiviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-picobirnaviridae","picobirnaviridae",NA,0,"Rhinolophus rex-picobirnaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-picornaviridae","picornaviridae",NA,0,"Rhinolophus rex-picornaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-polyomaviridae","polyomaviridae",NA,0,"Rhinolophus rex-polyomaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-poxviridae","poxviridae",NA,0,"Rhinolophus rex-poxviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-qinviridae","qinviridae",NA,0,"Rhinolophus rex-qinviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-retroviridae","retroviridae",NA,0,"Rhinolophus rex-retroviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-rhabdoviridae","rhabdoviridae",NA,0,"Rhinolophus rex-rhabdoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-sedoreoviridae","sedoreoviridae",NA,0,"Rhinolophus rex-sedoreoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-smacoviridae","smacoviridae",NA,0,"Rhinolophus rex-smacoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-spinareoviridae","spinareoviridae",NA,0,"Rhinolophus rex-spinareoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-togaviridae","togaviridae",NA,0,"Rhinolophus rex-togaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-totiviridae","totiviridae",NA,0,"Rhinolophus rex-totiviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rex","Rhinolophus rex-tymoviridae","tymoviridae",NA,0,"Rhinolophus rex-tymoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rex","Rhinolophus_rex"
"Rhinolophus rouxii","Rhinolophus rouxii-adamaviridae","adamaviridae",NA,0,"Rhinolophus rouxii-adamaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-adenoviridae","adenoviridae",NA,0,"Rhinolophus rouxii-adenoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-adintoviridae","adintoviridae",NA,0,"Rhinolophus rouxii-adintoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-anelloviridae","anelloviridae",NA,0,"Rhinolophus rouxii-anelloviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-arenaviridae","arenaviridae",NA,0,"Rhinolophus rouxii-arenaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-artoviridae","artoviridae",NA,0,"Rhinolophus rouxii-artoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-astroviridae","astroviridae",1,1,"Rhinolophus rouxii-astroviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-birnaviridae","birnaviridae",NA,0,"Rhinolophus rouxii-birnaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-bornaviridae","bornaviridae",NA,0,"Rhinolophus rouxii-bornaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-botourmiaviridae","botourmiaviridae",NA,0,"Rhinolophus rouxii-botourmiaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-caliciviridae","caliciviridae",NA,0,"Rhinolophus rouxii-caliciviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-chuviridae","chuviridae",NA,0,"Rhinolophus rouxii-chuviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-circoviridae","circoviridae",NA,0,"Rhinolophus rouxii-circoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-coronaviridae","coronaviridae",NA,0,"Rhinolophus rouxii-coronaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-filoviridae","filoviridae",NA,0,"Rhinolophus rouxii-filoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-flaviviridae","flaviviridae",1,1,"Rhinolophus rouxii-flaviviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-geminiviridae","geminiviridae",NA,0,"Rhinolophus rouxii-geminiviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-genomoviridae","genomoviridae",NA,0,"Rhinolophus rouxii-genomoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-hantaviridae","hantaviridae",NA,0,"Rhinolophus rouxii-hantaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-hepadnaviridae","hepadnaviridae",NA,0,"Rhinolophus rouxii-hepadnaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-hepeviridae","hepeviridae",NA,0,"Rhinolophus rouxii-hepeviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-kolmioviridae","kolmioviridae",NA,0,"Rhinolophus rouxii-kolmioviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-mahapunaviridae","mahapunaviridae",NA,0,"Rhinolophus rouxii-mahapunaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-matonaviridae","matonaviridae",NA,0,"Rhinolophus rouxii-matonaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-nairoviridae","nairoviridae",NA,0,"Rhinolophus rouxii-nairoviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
"Rhinolophus rouxii","Rhinolophus rouxii-nodaviridae","nodaviridae",NA,0,"Rhinolophus rouxii-nodaviridae","Rhinolophus","RHINOLOPHIDAE","Yinpterochiroptera","Rhinolophus_rouxii","Rhinolophus_rouxii"
